date,input1,input2,input3,input4,target
2008-10-30,78.0,2.0,33.0,121.0,33.0
2008-10-31,3.0,0.0,58.0,138.0,164.0
2008-11-01,82.0,4.0,50.0,164.0,6.0
2008-11-02,57.0,13.0,46.0,128.0,186.0
2008-11-03,8.0,30.0,28.0,168.0,147.0
2008-11-04,7.0,18.0,25.0,155.0,114.0
2008-11-05,43.0,5.0,13.0,130.0,69.0
2008-11-06,35.0,23.0,34.0,168.0,136.0
2008-11-07,35.0,9.0,20.0,160.0,143.0
2008-11-08,4.0,8.0,55.0,112.0,107.0
2008-11-09,53.0,28.0,10.0,175.0,21.0
2008-11-10,97.0,6.0,49.0,108.0,200.0
2008-11-11,35.0,6.0,25.0,150.0,208.0
2008-11-12,37.0,27.0,59.0,120.0,93.0
2008-11-13,63.0,23.0,57.0,153.0,151.0
2008-11-14,15.0,18.0,15.0,151.0,195.0
2008-11-15,4.0,6.0,55.0,175.0,88.0
2008-11-16,92.0,3.0,29.0,199.0,22.0
2008-11-17,62.0,9.0,47.0,194.0,191.0
2008-11-18,2.0,25.0,28.0,189.0,146.0
2008-11-19,65.0,19.0,25.0,137.0,86.0
2008-11-20,60.0,8.0,24.0,163.0,202.0
2008-11-21,82.0,16.0,55.0,113.0,149.0
2008-11-22,69.0,29.0,44.0,154.0,193.0
2008-11-23,22.0,1.0,38.0,107.0,229.0
2008-11-24,78.0,2.0,50.0,198.0,64.0
2008-11-25,20.0,17.0,11.0,145.0,158.0
2008-11-26,61.0,19.0,39.0,186.0,86.0
2008-11-27,48.0,12.0,59.0,196.0,151.0
2008-11-28,68.0,17.0,48.0,169.0,136.0
2008-11-29,91.0,10.0,12.0,127.0,184.0
2008-11-30,70.0,22.0,14.0,171.0,199.0
2008-12-01,77.0,28.0,52.0,109.0,194.0
2008-12-02,52.0,8.0,12.0,107.0,243.0
2008-12-03,56.0,21.0,55.0,147.0,137.0
2008-12-04,85.0,23.0,14.0,115.0,168.0
2008-12-05,74.0,29.0,51.0,177.0,236.0
2008-12-06,90.0,22.0,53.0,115.0,228.0
2008-12-07,46.0,14.0,40.0,143.0,239.0
2008-12-08,87.0,2.0,14.0,155.0,134.0
2008-12-09,19.0,6.0,39.0,104.0,174.0
2008-12-10,77.0,29.0,55.0,113.0,46.0
2008-12-11,14.0,13.0,54.0,116.0,249.0
2008-12-12,4.0,16.0,31.0,159.0,73.0
2008-12-13,66.0,18.0,12.0,120.0,42.0
2008-12-14,75.0,26.0,30.0,102.0,182.0
2008-12-15,41.0,10.0,12.0,109.0,226.0
2008-12-16,51.0,14.0,28.0,155.0,125.0
2008-12-17,17.0,18.0,27.0,104.0,150.0
2008-12-18,7.0,15.0,56.0,131.0,98.0
2008-12-19,42.0,27.0,44.0,129.0,64.0
2008-12-20,79.0,27.0,58.0,193.0,171.0
2008-12-21,77.0,24.0,32.0,152.0,240.0
2008-12-22,90.0,9.0,47.0,155.0,239.0
2008-12-23,51.0,26.0,29.0,177.0,217.0
2008-12-24,67.0,19.0,50.0,112.0,168.0
2008-12-25,40.0,13.0,30.0,145.0,176.0
2008-12-26,87.0,4.0,18.0,130.0,111.0
2008-12-27,36.0,25.0,60.0,175.0,183.0
2008-12-28,35.0,14.0,58.0,144.0,151.0
2008-12-29,78.0,21.0,60.0,200.0,108.0
2008-12-30,65.0,28.0,59.0,152.0,207.0
2008-12-31,31.0,22.0,57.0,105.0,214.0
2009-01-01,83.0,3.0,28.0,196.0,131.0
2009-01-02,54.0,4.0,25.0,124.0,174.0
2009-01-03,7.0,13.0,56.0,125.0,121.0
2009-01-04,68.0,3.0,40.0,152.0,67.0
2009-01-05,39.0,23.0,36.0,144.0,146.0
2009-01-06,16.0,13.0,19.0,108.0,142.0
2009-01-07,56.0,2.0,44.0,186.0,67.0
2009-01-08,65.0,18.0,58.0,164.0,118.0
2009-01-09,51.0,23.0,26.0,109.0,167.0
2009-01-10,20.0,11.0,40.0,181.0,145.0
2009-01-11,99.0,3.0,40.0,126.0,73.0
2009-01-12,81.0,24.0,27.0,188.0,204.0
2009-01-13,61.0,23.0,32.0,150.0,231.0
2009-01-14,41.0,11.0,54.0,137.0,188.0
2009-01-15,64.0,26.0,26.0,148.0,123.0
2009-01-16,33.0,21.0,38.0,107.0,194.0
2009-01-17,83.0,6.0,34.0,108.0,144.0
2009-01-18,95.0,23.0,57.0,180.0,184.0
2009-01-19,21.0,25.0,47.0,109.0,258.0
2009-01-20,14.0,1.0,27.0,151.0,112.0
2009-01-21,56.0,14.0,54.0,117.0,41.0
2009-01-22,31.0,2.0,50.0,194.0,154.0
2009-01-23,50.0,26.0,34.0,178.0,75.0
2009-01-24,25.0,0.0,15.0,102.0,163.0
2009-01-25,29.0,26.0,13.0,133.0,56.0
2009-01-26,83.0,28.0,32.0,185.0,135.0
2009-01-27,42.0,6.0,55.0,106.0,256.0
2009-01-28,40.0,16.0,23.0,164.0,101.0
2009-01-29,47.0,21.0,59.0,152.0,113.0
2009-01-30,55.0,28.0,47.0,181.0,167.0
2009-01-31,18.0,29.0,49.0,168.0,193.0
2009-02-01,31.0,11.0,31.0,149.0,119.0
2009-02-02,96.0,26.0,11.0,127.0,80.0
2009-02-03,38.0,4.0,19.0,106.0,269.0
2009-02-04,35.0,21.0,25.0,200.0,85.0
2009-02-05,53.0,19.0,19.0,174.0,131.0
2009-02-06,51.0,13.0,32.0,128.0,161.0
2009-02-07,21.0,8.0,43.0,181.0,137.0
2009-02-08,49.0,4.0,54.0,110.0,64.0
2009-02-09,35.0,1.0,12.0,153.0,122.0
2009-02-10,24.0,10.0,38.0,162.0,72.0
2009-02-11,29.0,18.0,30.0,133.0,81.0
2009-02-12,87.0,11.0,40.0,184.0,116.0
2009-02-13,74.0,18.0,10.0,120.0,203.0
2009-02-14,5.0,13.0,35.0,145.0,211.0
2009-02-15,46.0,6.0,37.0,134.0,48.0
2009-02-16,53.0,13.0,30.0,184.0,112.0
2009-02-17,46.0,11.0,50.0,146.0,150.0
2009-02-18,35.0,12.0,24.0,117.0,108.0
2009-02-19,77.0,22.0,21.0,157.0,98.0
2009-02-20,69.0,3.0,33.0,103.0,212.0
2009-02-21,4.0,9.0,24.0,181.0,132.0
2009-02-22,73.0,6.0,40.0,182.0,48.0
2009-02-23,91.0,14.0,22.0,123.0,175.0
2009-02-24,2.0,16.0,22.0,104.0,226.0
2009-02-25,0.0,3.0,39.0,182.0,62.0
2009-02-26,82.0,28.0,44.0,159.0,18.0
2009-02-27,66.0,14.0,35.0,160.0,239.0
2009-02-28,11.0,19.0,19.0,163.0,168.0
2009-03-01,9.0,7.0,12.0,164.0,94.0
2009-03-02,6.0,22.0,33.0,174.0,56.0
2009-03-03,93.0,29.0,41.0,102.0,85.0
2009-03-04,47.0,27.0,44.0,187.0,279.0
2009-03-05,15.0,15.0,12.0,175.0,174.0
2009-03-06,93.0,27.0,50.0,188.0,72.0
2009-03-07,50.0,17.0,56.0,186.0,263.0
2009-03-08,72.0,29.0,51.0,117.0,147.0
2009-03-09,31.0,21.0,18.0,163.0,220.0
2009-03-10,8.0,5.0,51.0,125.0,114.0
2009-03-11,20.0,28.0,16.0,165.0,26.0
2009-03-12,47.0,19.0,14.0,170.0,121.0
2009-03-13,66.0,18.0,12.0,154.0,161.0
2009-03-14,20.0,7.0,28.0,182.0,184.0
2009-03-15,92.0,19.0,14.0,171.0,48.0
2009-03-16,57.0,16.0,26.0,144.0,233.0
2009-03-17,78.0,24.0,21.0,155.0,148.0
2009-03-18,63.0,0.0,52.0,129.0,245.0
2009-03-19,69.0,29.0,46.0,121.0,143.0
2009-03-20,54.0,1.0,52.0,156.0,213.0
2009-03-21,50.0,4.0,12.0,158.0,101.0
2009-03-22,10.0,12.0,28.0,107.0,109.0
2009-03-23,88.0,30.0,12.0,171.0,49.0
2009-03-24,76.0,15.0,25.0,173.0,265.0
2009-03-25,88.0,16.0,41.0,196.0,200.0
2009-03-26,50.0,8.0,16.0,120.0,228.0
2009-03-27,73.0,3.0,37.0,158.0,119.0
2009-03-28,16.0,6.0,48.0,121.0,159.0
2009-03-29,7.0,18.0,49.0,137.0,39.0
2009-03-30,75.0,3.0,13.0,114.0,56.0
2009-03-31,46.0,23.0,13.0,122.0,152.0
2009-04-01,2.0,24.0,36.0,120.0,151.0
2009-04-02,31.0,24.0,16.0,199.0,71.0
2009-04-03,93.0,28.0,17.0,127.0,143.0
2009-04-04,80.0,9.0,46.0,190.0,270.0
2009-04-05,61.0,2.0,17.0,141.0,187.0
2009-04-06,37.0,22.0,15.0,117.0,133.0
2009-04-07,78.0,21.0,19.0,106.0,131.0
2009-04-08,45.0,19.0,53.0,141.0,222.0
2009-04-09,47.0,7.0,38.0,157.0,135.0
2009-04-10,70.0,25.0,53.0,182.0,126.0
2009-04-11,36.0,5.0,14.0,115.0,211.0
2009-04-12,82.0,21.0,57.0,145.0,83.0
2009-04-13,79.0,18.0,54.0,179.0,224.0
2009-04-14,48.0,4.0,27.0,151.0,206.0
2009-04-15,27.0,13.0,28.0,162.0,122.0
2009-04-16,84.0,22.0,18.0,127.0,83.0
2009-04-17,36.0,12.0,17.0,110.0,231.0
2009-04-18,37.0,22.0,33.0,110.0,100.0
2009-04-19,84.0,23.0,52.0,115.0,154.0
2009-04-20,17.0,30.0,60.0,144.0,250.0
2009-04-21,41.0,7.0,58.0,188.0,143.0
2009-04-22,31.0,30.0,23.0,106.0,98.0
2009-04-23,25.0,27.0,13.0,154.0,168.0
2009-04-24,74.0,17.0,38.0,192.0,144.0
2009-04-25,87.0,28.0,14.0,100.0,195.0
2009-04-26,62.0,25.0,46.0,119.0,250.0
2009-04-27,18.0,21.0,56.0,103.0,203.0
2009-04-28,57.0,27.0,35.0,118.0,112.0
2009-04-29,69.0,1.0,13.0,156.0,187.0
2009-04-30,4.0,3.0,50.0,163.0,152.0
2009-05-01,49.0,20.0,52.0,171.0,13.0
2009-05-02,8.0,29.0,39.0,144.0,151.0
2009-05-03,39.0,2.0,37.0,138.0,82.0
2009-05-04,58.0,28.0,36.0,164.0,84.0
2009-05-05,91.0,7.0,11.0,130.0,190.0
2009-05-06,30.0,7.0,13.0,153.0,215.0
2009-05-07,52.0,16.0,59.0,102.0,70.0
2009-05-08,82.0,28.0,32.0,116.0,162.0
2009-05-09,47.0,6.0,20.0,176.0,251.0
2009-05-10,92.0,18.0,11.0,190.0,131.0
2009-05-11,70.0,3.0,15.0,196.0,235.0
2009-05-12,22.0,7.0,32.0,133.0,166.0
2009-05-13,43.0,16.0,57.0,121.0,78.0
2009-05-14,34.0,15.0,36.0,199.0,124.0
2009-05-15,33.0,16.0,52.0,189.0,112.0
2009-05-16,87.0,0.0,56.0,164.0,120.0
2009-05-17,68.0,4.0,53.0,156.0,172.0
2009-05-18,78.0,25.0,13.0,119.0,144.0
2009-05-19,52.0,23.0,29.0,106.0,221.0
2009-05-20,0.0,1.0,24.0,170.0,171.0
2009-05-21,58.0,14.0,25.0,183.0,4.0
2009-05-22,77.0,21.0,40.0,154.0,160.0
2009-05-23,7.0,30.0,56.0,172.0,200.0
2009-05-24,9.0,30.0,46.0,138.0,102.0
2009-05-25,36.0,16.0,53.0,154.0,115.0
2009-05-26,42.0,7.0,40.0,118.0,125.0
2009-05-27,77.0,25.0,40.0,190.0,82.0
2009-05-28,66.0,8.0,15.0,169.0,219.0
2009-05-29,32.0,1.0,45.0,189.0,157.0
2009-05-30,64.0,23.0,11.0,191.0,75.0
2009-05-31,81.0,23.0,60.0,172.0,200.0
2009-06-01,16.0,28.0,16.0,166.0,226.0
2009-06-02,67.0,11.0,30.0,165.0,106.0
2009-06-03,22.0,26.0,21.0,182.0,173.0
2009-06-04,83.0,11.0,19.0,200.0,111.0
2009-06-05,17.0,11.0,11.0,186.0,194.0
2009-06-06,5.0,20.0,25.0,150.0,77.0
2009-06-07,40.0,5.0,35.0,138.0,83.0
2009-06-08,47.0,18.0,33.0,170.0,76.0
2009-06-09,10.0,27.0,42.0,126.0,163.0
2009-06-10,4.0,13.0,42.0,118.0,110.0
2009-06-11,15.0,30.0,23.0,105.0,55.0
2009-06-12,52.0,29.0,10.0,193.0,134.0
2009-06-13,8.0,8.0,14.0,134.0,189.0
2009-06-14,84.0,25.0,22.0,198.0,28.0
2009-06-15,82.0,18.0,40.0,105.0,248.0
2009-06-16,40.0,14.0,47.0,149.0,213.0
2009-06-17,77.0,14.0,54.0,128.0,110.0
2009-06-18,59.0,5.0,29.0,117.0,198.0
2009-06-19,81.0,6.0,22.0,110.0,137.0
2009-06-20,12.0,27.0,24.0,191.0,175.0
2009-06-21,65.0,21.0,18.0,136.0,116.0
2009-06-22,30.0,13.0,43.0,102.0,190.0
2009-06-23,59.0,13.0,20.0,191.0,85.0
2009-06-24,65.0,9.0,18.0,190.0,168.0
2009-06-25,58.0,3.0,50.0,147.0,162.0
2009-06-26,48.0,25.0,48.0,128.0,112.0
2009-06-27,15.0,6.0,27.0,160.0,154.0
2009-06-28,100.0,12.0,27.0,119.0,36.0
2009-06-29,25.0,22.0,53.0,148.0,258.0
2009-06-30,23.0,7.0,32.0,115.0,105.0
2009-07-01,64.0,28.0,39.0,118.0,64.0
2009-07-02,46.0,19.0,18.0,187.0,207.0
2009-07-03,73.0,29.0,16.0,115.0,158.0
2009-07-04,54.0,7.0,58.0,119.0,226.0
2009-07-05,89.0,8.0,55.0,198.0,107.0
2009-07-06,93.0,28.0,48.0,149.0,215.0
2009-07-07,18.0,18.0,37.0,188.0,278.0
2009-07-08,19.0,6.0,50.0,119.0,99.0
2009-07-09,3.0,18.0,19.0,171.0,56.0
2009-07-10,53.0,27.0,28.0,148.0,51.0
2009-07-11,97.0,11.0,56.0,110.0,187.0
2009-07-12,67.0,18.0,35.0,176.0,226.0
2009-07-13,81.0,25.0,49.0,186.0,168.0
2009-07-14,58.0,9.0,42.0,138.0,258.0
2009-07-15,48.0,19.0,13.0,184.0,142.0
2009-07-16,74.0,18.0,35.0,145.0,141.0
2009-07-17,35.0,6.0,36.0,177.0,205.0
2009-07-18,21.0,21.0,51.0,117.0,66.0
2009-07-19,95.0,8.0,39.0,123.0,103.0
2009-07-20,66.0,24.0,27.0,113.0,208.0
2009-07-21,63.0,27.0,51.0,178.0,211.0
2009-07-22,88.0,22.0,51.0,197.0,212.0
2009-07-23,77.0,11.0,20.0,110.0,257.0
2009-07-24,25.0,7.0,20.0,185.0,181.0
2009-07-25,26.0,10.0,48.0,186.0,60.0
2009-07-26,19.0,19.0,27.0,182.0,90.0
2009-07-27,52.0,16.0,31.0,145.0,111.0
2009-07-28,50.0,15.0,11.0,119.0,151.0
2009-07-29,35.0,9.0,17.0,144.0,157.0
2009-07-30,16.0,22.0,15.0,121.0,84.0
2009-07-31,67.0,24.0,34.0,196.0,102.0
2009-08-01,33.0,24.0,18.0,109.0,203.0
2009-08-02,11.0,15.0,14.0,185.0,133.0
2009-08-03,60.0,23.0,21.0,178.0,62.0
2009-08-04,11.0,30.0,54.0,115.0,184.0
2009-08-05,18.0,26.0,33.0,169.0,123.0
2009-08-06,59.0,24.0,38.0,131.0,108.0
2009-08-07,33.0,22.0,37.0,117.0,194.0
2009-08-08,55.0,3.0,31.0,179.0,129.0
2009-08-09,66.0,7.0,35.0,190.0,124.0
2009-08-10,98.0,20.0,58.0,120.0,156.0
2009-08-11,13.0,5.0,39.0,150.0,249.0
2009-08-12,1.0,23.0,37.0,175.0,37.0
2009-08-13,69.0,9.0,20.0,105.0,69.0
2009-08-14,83.0,7.0,14.0,158.0,157.0
2009-08-15,42.0,11.0,50.0,179.0,198.0
2009-08-16,52.0,11.0,46.0,133.0,113.0
2009-08-17,21.0,2.0,49.0,179.0,128.0
2009-08-18,69.0,5.0,16.0,199.0,56.0
2009-08-19,49.0,25.0,55.0,136.0,161.0
2009-08-20,69.0,10.0,40.0,133.0,171.0
2009-08-21,16.0,15.0,55.0,199.0,166.0
2009-08-22,21.0,4.0,10.0,127.0,87.0
2009-08-23,58.0,25.0,13.0,137.0,44.0
2009-08-24,47.0,9.0,48.0,112.0,195.0
2009-08-25,57.0,13.0,56.0,141.0,104.0
2009-08-26,71.0,10.0,41.0,126.0,150.0
2009-08-27,47.0,19.0,35.0,161.0,170.0
2009-08-28,38.0,24.0,25.0,195.0,159.0
2009-08-29,38.0,15.0,45.0,129.0,146.0
2009-08-30,70.0,22.0,18.0,110.0,112.0
2009-08-31,67.0,26.0,47.0,166.0,224.0
2009-09-01,46.0,13.0,46.0,122.0,209.0
2009-09-02,62.0,27.0,18.0,104.0,135.0
2009-09-03,22.0,23.0,53.0,184.0,210.0
2009-09-04,68.0,5.0,32.0,180.0,84.0
2009-09-05,38.0,2.0,32.0,153.0,170.0
2009-09-06,19.0,4.0,27.0,120.0,93.0
2009-09-07,4.0,7.0,28.0,107.0,56.0
2009-09-08,94.0,6.0,29.0,194.0,24.0
2009-09-09,76.0,22.0,30.0,114.0,205.0
2009-09-10,91.0,16.0,51.0,150.0,233.0
2009-09-11,31.0,27.0,22.0,178.0,225.0
2009-09-12,8.0,0.0,33.0,128.0,146.0
2009-09-13,17.0,27.0,22.0,111.0,22.0
2009-09-14,83.0,15.0,13.0,180.0,130.0
2009-09-15,78.0,23.0,10.0,160.0,229.0
2009-09-16,67.0,4.0,46.0,143.0,234.0
2009-09-17,94.0,25.0,33.0,174.0,145.0
2009-09-18,52.0,22.0,42.0,137.0,266.0
2009-09-19,51.0,8.0,32.0,126.0,159.0
2009-09-20,45.0,5.0,49.0,132.0,146.0
2009-09-21,12.0,30.0,45.0,114.0,92.0
2009-09-22,38.0,9.0,44.0,106.0,123.0
2009-09-23,67.0,21.0,17.0,152.0,96.0
2009-09-24,18.0,20.0,33.0,150.0,199.0
2009-09-25,68.0,24.0,35.0,122.0,104.0
2009-09-26,47.0,27.0,46.0,199.0,186.0
2009-09-27,61.0,3.0,45.0,133.0,172.0
2009-09-28,69.0,17.0,51.0,185.0,136.0
2009-09-29,36.0,26.0,37.0,152.0,181.0
2009-09-30,46.0,16.0,19.0,134.0,141.0
2009-10-01,51.0,29.0,14.0,149.0,143.0
2009-10-02,51.0,26.0,38.0,180.0,186.0
2009-10-03,13.0,6.0,48.0,157.0,187.0
2009-10-04,70.0,17.0,26.0,159.0,25.0
2009-10-05,36.0,19.0,25.0,130.0,191.0
2009-10-06,86.0,10.0,48.0,162.0,141.0
2009-10-07,71.0,28.0,24.0,122.0,185.0
2009-10-08,38.0,8.0,17.0,168.0,222.0
2009-10-09,27.0,18.0,25.0,111.0,97.0
2009-10-10,26.0,2.0,48.0,145.0,120.0
2009-10-11,58.0,18.0,17.0,184.0,63.0
2009-10-12,90.0,17.0,26.0,132.0,179.0
2009-10-13,9.0,23.0,24.0,182.0,232.0
2009-10-14,56.0,5.0,47.0,120.0,89.0
2009-10-15,33.0,18.0,60.0,122.0,139.0
2009-10-16,72.0,28.0,20.0,159.0,124.0
2009-10-17,16.0,2.0,19.0,103.0,230.0
2009-10-18,56.0,26.0,22.0,177.0,61.0
2009-10-19,13.0,27.0,21.0,169.0,196.0
2009-10-20,30.0,28.0,33.0,171.0,118.0
2009-10-21,57.0,10.0,49.0,149.0,143.0
2009-10-22,11.0,17.0,21.0,115.0,146.0
2009-10-23,32.0,6.0,46.0,188.0,59.0
2009-10-24,13.0,27.0,31.0,102.0,71.0
2009-10-25,6.0,13.0,57.0,141.0,89.0
2009-10-26,93.0,10.0,30.0,118.0,46.0
2009-10-27,6.0,5.0,31.0,114.0,238.0
2009-10-28,75.0,17.0,12.0,161.0,48.0
2009-10-29,36.0,24.0,43.0,175.0,195.0
2009-10-30,73.0,24.0,32.0,133.0,139.0
2009-10-31,64.0,27.0,59.0,192.0,222.0
2009-11-01,40.0,12.0,18.0,152.0,207.0
2009-11-02,72.0,10.0,60.0,106.0,123.0
2009-11-03,32.0,8.0,54.0,178.0,166.0
2009-11-04,67.0,7.0,55.0,123.0,87.0
2009-11-05,44.0,11.0,28.0,194.0,165.0
2009-11-06,98.0,20.0,19.0,113.0,138.0
2009-11-07,6.0,6.0,36.0,155.0,245.0
2009-11-08,93.0,21.0,49.0,124.0,14.0
2009-11-09,10.0,22.0,36.0,179.0,249.0
2009-11-10,51.0,1.0,56.0,125.0,89.0
2009-11-11,95.0,21.0,16.0,186.0,112.0
2009-11-12,98.0,4.0,59.0,130.0,257.0
2009-11-13,67.0,27.0,21.0,167.0,219.0
2009-11-14,90.0,3.0,17.0,119.0,225.0
2009-11-15,83.0,7.0,24.0,132.0,181.0
2009-11-16,62.0,14.0,32.0,106.0,190.0
2009-11-17,24.0,23.0,30.0,118.0,155.0
2009-11-18,59.0,1.0,23.0,189.0,122.0
2009-11-19,68.0,5.0,10.0,119.0,126.0
2009-11-20,61.0,20.0,37.0,130.0,129.0
2009-11-21,7.0,15.0,38.0,195.0,194.0
2009-11-22,76.0,19.0,10.0,123.0,48.0
2009-11-23,33.0,6.0,31.0,182.0,215.0
2009-11-24,78.0,18.0,12.0,176.0,98.0
2009-11-25,59.0,18.0,58.0,113.0,215.0
2009-11-26,53.0,28.0,44.0,196.0,179.0
2009-11-27,52.0,2.0,44.0,195.0,194.0
2009-11-28,39.0,29.0,14.0,162.0,116.0
2009-11-29,44.0,14.0,16.0,198.0,166.0
2009-11-30,69.0,22.0,15.0,176.0,116.0
2009-12-01,11.0,7.0,33.0,125.0,219.0
2009-12-02,78.0,24.0,12.0,114.0,42.0
2009-12-03,42.0,19.0,11.0,139.0,232.0
2009-12-04,55.0,14.0,53.0,193.0,151.0
2009-12-05,52.0,9.0,47.0,171.0,165.0
2009-12-06,25.0,15.0,26.0,186.0,127.0
2009-12-07,18.0,12.0,16.0,123.0,103.0
2009-12-08,15.0,23.0,34.0,169.0,72.0
2009-12-09,93.0,27.0,22.0,157.0,120.0
2009-12-10,45.0,12.0,19.0,108.0,261.0
2009-12-11,93.0,9.0,36.0,112.0,119.0
2009-12-12,1.0,10.0,33.0,176.0,198.0
2009-12-13,96.0,1.0,13.0,155.0,36.0
2009-12-14,6.0,25.0,29.0,189.0,181.0
2009-12-15,87.0,21.0,14.0,137.0,91.0
2009-12-16,25.0,8.0,46.0,188.0,240.0
2009-12-17,46.0,12.0,54.0,109.0,79.0
2009-12-18,39.0,3.0,39.0,188.0,135.0
2009-12-19,42.0,24.0,35.0,155.0,81.0
2009-12-20,27.0,17.0,57.0,131.0,156.0
2009-12-21,82.0,28.0,33.0,129.0,100.0
2009-12-22,48.0,28.0,18.0,140.0,253.0
2009-12-23,25.0,21.0,53.0,186.0,194.0
2009-12-24,15.0,13.0,12.0,198.0,118.0
2009-12-25,51.0,11.0,39.0,199.0,78.0
2009-12-26,49.0,1.0,56.0,131.0,133.0
2009-12-27,99.0,24.0,38.0,172.0,102.0
2009-12-28,11.0,11.0,38.0,105.0,262.0
2009-12-29,91.0,19.0,53.0,161.0,64.0
2009-12-30,40.0,16.0,35.0,161.0,242.0
2009-12-31,68.0,9.0,12.0,142.0,139.0
2010-01-01,2.0,12.0,36.0,124.0,151.0
2010-01-02,78.0,20.0,48.0,111.0,39.0
2010-01-03,38.0,26.0,52.0,174.0,202.0
2010-01-04,48.0,17.0,40.0,128.0,166.0
2010-01-05,69.0,12.0,13.0,139.0,140.0
2010-01-06,56.0,2.0,34.0,119.0,186.0
2010-01-07,92.0,15.0,31.0,131.0,126.0
2010-01-08,88.0,17.0,21.0,165.0,221.0
2010-01-09,77.0,12.0,41.0,143.0,232.0
2010-01-10,10.0,1.0,23.0,148.0,193.0
2010-01-11,85.0,23.0,55.0,122.0,36.0
2010-01-12,59.0,25.0,37.0,149.0,238.0
2010-01-13,37.0,7.0,44.0,178.0,189.0
2010-01-14,85.0,30.0,28.0,129.0,93.0
2010-01-15,90.0,24.0,49.0,155.0,267.0
2010-01-16,34.0,9.0,17.0,194.0,267.0
2010-01-17,49.0,23.0,40.0,124.0,93.0
2010-01-18,99.0,12.0,54.0,189.0,170.0
2010-01-19,74.0,12.0,44.0,179.0,241.0
2010-01-20,24.0,0.0,21.0,160.0,183.0
2010-01-21,66.0,29.0,21.0,157.0,49.0
2010-01-22,56.0,2.0,22.0,132.0,205.0
