date,input1,input2,input3,input4,target
2008-10-17,23.0,29.0,19.0,116.0,235.0
2008-10-18,31.0,9.0,30.0,141.0,131.0
2008-10-19,30.0,22.0,24.0,166.0,103.0
2008-10-20,30.0,5.0,12.0,108.0,133.0
2008-10-21,96.0,19.0,25.0,184.0,68.0
2008-10-22,23.0,22.0,55.0,168.0,247.0
2008-10-23,63.0,24.0,14.0,121.0,77.0
2008-10-24,98.0,24.0,35.0,149.0,195.0
2008-10-25,1.0,25.0,49.0,131.0,262.0
2008-10-26,44.0,21.0,31.0,182.0,78.0
2008-10-27,34.0,2.0,41.0,121.0,161.0
2008-10-28,5.0,14.0,21.0,189.0,73.0
2008-10-29,58.0,0.0,51.0,191.0,51.0
2008-10-30,12.0,0.0,48.0,119.0,115.0
2008-10-31,96.0,3.0,11.0,174.0,39.0
2008-11-01,45.0,19.0,57.0,144.0,204.0
2008-11-02,17.0,9.0,31.0,199.0,139.0
2008-11-03,4.0,28.0,38.0,197.0,64.0
2008-11-04,27.0,30.0,27.0,152.0,98.0
2008-11-05,51.0,9.0,11.0,162.0,131.0
2008-11-06,42.0,15.0,57.0,146.0,132.0
2008-11-07,60.0,16.0,43.0,161.0,120.0
2008-11-08,17.0,30.0,38.0,186.0,174.0
2008-11-09,66.0,11.0,48.0,178.0,137.0
2008-11-10,73.0,18.0,25.0,126.0,147.0
2008-11-11,60.0,20.0,20.0,155.0,200.0
2008-11-12,84.0,27.0,40.0,168.0,189.0
2008-11-13,18.0,22.0,41.0,168.0,247.0
2008-11-14,3.0,26.0,54.0,180.0,95.0
2008-11-15,27.0,27.0,50.0,130.0,81.0
2008-11-16,38.0,11.0,44.0,196.0,138.0
2008-11-17,9.0,28.0,16.0,190.0,107.0
2008-11-18,25.0,28.0,26.0,115.0,101.0
2008-11-19,69.0,19.0,39.0,106.0,120.0
2008-11-20,56.0,25.0,49.0,154.0,203.0
2008-11-21,82.0,4.0,33.0,136.0,182.0
2008-11-22,52.0,17.0,21.0,128.0,165.0
2008-11-23,73.0,12.0,17.0,154.0,165.0
2008-11-24,78.0,28.0,21.0,126.0,194.0
2008-11-25,6.0,9.0,22.0,148.0,242.0
2008-11-26,83.0,30.0,33.0,168.0,33.0
2008-11-27,34.0,20.0,22.0,198.0,258.0
2008-11-28,72.0,1.0,23.0,193.0,131.0
2008-11-29,57.0,2.0,13.0,152.0,169.0
2008-11-30,66.0,2.0,42.0,159.0,118.0
2008-12-01,45.0,12.0,54.0,106.0,133.0
2008-12-02,47.0,28.0,38.0,176.0,136.0
2008-12-03,63.0,23.0,53.0,115.0,191.0
2008-12-04,6.0,4.0,41.0,103.0,202.0
2008-12-05,72.0,0.0,20.0,163.0,41.0
2008-12-06,50.0,26.0,41.0,122.0,147.0
2008-12-07,82.0,27.0,27.0,180.0,180.0
2008-12-08,21.0,20.0,28.0,173.0,262.0
2008-12-09,81.0,17.0,41.0,193.0,117.0
2008-12-10,79.0,30.0,22.0,193.0,223.0
2008-12-11,12.0,8.0,42.0,122.0,247.0
2008-12-12,63.0,21.0,54.0,113.0,51.0
2008-12-13,73.0,26.0,30.0,139.0,193.0
2008-12-14,31.0,16.0,25.0,143.0,225.0
2008-12-15,48.0,15.0,44.0,181.0,125.0
2008-12-16,5.0,18.0,52.0,184.0,146.0
2008-12-17,63.0,5.0,25.0,182.0,58.0
2008-12-18,9.0,20.0,57.0,101.0,151.0
2008-12-19,83.0,17.0,34.0,198.0,73.0
2008-12-20,49.0,14.0,21.0,123.0,224.0
2008-12-21,53.0,26.0,34.0,135.0,141.0
2008-12-22,4.0,2.0,33.0,158.0,190.0
2008-12-23,6.0,27.0,25.0,181.0,26.0
2008-12-24,25.0,28.0,34.0,160.0,95.0
2008-12-25,9.0,11.0,32.0,153.0,143.0
2008-12-26,98.0,19.0,22.0,108.0,47.0
2008-12-27,21.0,17.0,27.0,190.0,263.0
2008-12-28,74.0,11.0,31.0,107.0,85.0
2008-12-29,50.0,2.0,45.0,104.0,183.0
2008-12-30,3.0,22.0,50.0,116.0,105.0
2008-12-31,54.0,14.0,13.0,155.0,58.0
2009-01-01,39.0,15.0,49.0,150.0,155.0
2009-01-02,60.0,6.0,28.0,157.0,123.0
2009-01-03,84.0,22.0,32.0,109.0,127.0
2009-01-04,37.0,15.0,57.0,159.0,239.0
2009-01-05,41.0,6.0,56.0,195.0,120.0
2009-01-06,35.0,11.0,21.0,197.0,93.0
2009-01-07,92.0,7.0,17.0,157.0,78.0
2009-01-08,18.0,0.0,25.0,151.0,203.0
2009-01-09,84.0,11.0,19.0,141.0,44.0
2009-01-10,26.0,29.0,47.0,135.0,206.0
2009-01-11,92.0,22.0,43.0,182.0,137.0
2009-01-12,89.0,23.0,35.0,171.0,255.0
2009-01-13,77.0,24.0,26.0,137.0,247.0
2009-01-14,6.0,15.0,41.0,171.0,210.0
2009-01-15,38.0,30.0,23.0,166.0,66.0
2009-01-16,32.0,5.0,11.0,140.0,172.0
2009-01-17,43.0,4.0,53.0,137.0,74.0
2009-01-18,5.0,27.0,25.0,161.0,91.0
2009-01-19,89.0,19.0,43.0,186.0,99.0
2009-01-20,81.0,5.0,14.0,102.0,243.0
2009-01-21,12.0,20.0,38.0,128.0,199.0
2009-01-22,91.0,6.0,37.0,196.0,75.0
2009-01-23,47.0,20.0,13.0,114.0,205.0
2009-01-24,40.0,14.0,19.0,116.0,169.0
2009-01-25,49.0,10.0,42.0,153.0,128.0
2009-01-26,1.0,22.0,34.0,119.0,137.0
2009-01-27,66.0,12.0,44.0,152.0,72.0
2009-01-28,51.0,22.0,39.0,107.0,158.0
2009-01-29,48.0,16.0,32.0,166.0,167.0
2009-01-30,85.0,22.0,42.0,141.0,135.0
2009-01-31,87.0,29.0,60.0,166.0,237.0
2009-02-01,97.0,17.0,38.0,172.0,263.0
2009-02-02,50.0,30.0,22.0,106.0,264.0
2009-02-03,22.0,18.0,50.0,154.0,198.0
2009-02-04,57.0,19.0,20.0,154.0,84.0
2009-02-05,78.0,8.0,11.0,190.0,165.0
2009-02-06,82.0,3.0,58.0,186.0,180.0
2009-02-07,87.0,12.0,34.0,113.0,188.0
2009-02-08,88.0,25.0,47.0,105.0,214.0
2009-02-09,19.0,29.0,59.0,132.0,248.0
2009-02-10,50.0,20.0,14.0,150.0,134.0
2009-02-11,89.0,12.0,58.0,108.0,171.0
2009-02-12,54.0,14.0,40.0,156.0,209.0
2009-02-13,43.0,23.0,54.0,199.0,142.0
2009-02-14,0.0,8.0,56.0,148.0,163.0
2009-02-15,99.0,3.0,34.0,186.0,21.0
2009-02-16,96.0,23.0,45.0,136.0,206.0
2009-02-17,29.0,24.0,43.0,110.0,261.0
2009-02-18,54.0,11.0,32.0,180.0,137.0
2009-02-19,74.0,28.0,27.0,134.0,134.0
2009-02-20,86.0,9.0,47.0,180.0,224.0
2009-02-21,6.0,12.0,35.0,122.0,193.0
2009-02-22,67.0,0.0,21.0,121.0,51.0
2009-02-23,14.0,12.0,12.0,102.0,150.0
2009-02-24,46.0,17.0,13.0,118.0,74.0
2009-02-25,48.0,12.0,22.0,123.0,139.0
2009-02-26,7.0,14.0,37.0,160.0,128.0
2009-02-27,38.0,26.0,47.0,191.0,66.0
2009-02-28,40.0,22.0,37.0,155.0,147.0
2009-03-01,85.0,4.0,25.0,131.0,141.0
2009-03-02,89.0,22.0,46.0,188.0,183.0
2009-03-03,74.0,22.0,47.0,110.0,238.0
2009-03-04,86.0,8.0,44.0,167.0,219.0
2009-03-05,84.0,4.0,41.0,150.0,192.0
2009-03-06,57.0,28.0,41.0,167.0,206.0
2009-03-07,65.0,29.0,48.0,162.0,189.0
2009-03-08,55.0,25.0,20.0,107.0,224.0
2009-03-09,81.0,13.0,35.0,182.0,196.0
2009-03-10,63.0,21.0,57.0,117.0,203.0
2009-03-11,16.0,11.0,53.0,193.0,194.0
2009-03-12,36.0,3.0,27.0,113.0,49.0
2009-03-13,38.0,28.0,29.0,101.0,108.0
2009-03-14,46.0,23.0,58.0,114.0,162.0
2009-03-15,32.0,18.0,20.0,176.0,159.0
2009-03-16,68.0,9.0,32.0,154.0,127.0
2009-03-17,67.0,29.0,44.0,197.0,153.0
2009-03-18,13.0,7.0,18.0,198.0,233.0
2009-03-19,9.0,0.0,19.0,178.0,62.0
2009-03-20,44.0,27.0,36.0,117.0,5.0
2009-03-21,66.0,10.0,27.0,133.0,175.0
2009-03-22,60.0,30.0,43.0,182.0,158.0
2009-03-23,63.0,6.0,51.0,150.0,227.0
2009-03-24,49.0,27.0,47.0,200.0,139.0
2009-03-25,7.0,11.0,13.0,138.0,183.0
2009-03-26,39.0,3.0,29.0,161.0,29.0
2009-03-27,23.0,21.0,57.0,190.0,77.0
2009-03-28,94.0,17.0,29.0,141.0,103.0
2009-03-29,81.0,5.0,32.0,139.0,233.0
2009-03-30,45.0,17.0,11.0,115.0,163.0
2009-03-31,57.0,24.0,57.0,118.0,146.0
2009-04-01,40.0,0.0,44.0,196.0,197.0
2009-04-02,36.0,30.0,43.0,161.0,86.0
2009-04-03,49.0,15.0,16.0,121.0,168.0
2009-04-04,81.0,26.0,31.0,148.0,147.0
2009-04-05,52.0,24.0,31.0,181.0,249.0
2009-04-06,31.0,17.0,48.0,174.0,160.0
2009-04-07,43.0,6.0,15.0,144.0,123.0
2009-04-08,28.0,19.0,25.0,186.0,110.0
2009-04-09,74.0,8.0,25.0,113.0,122.0
2009-04-10,95.0,17.0,31.0,111.0,171.0
2009-04-11,32.0,26.0,46.0,148.0,249.0
2009-04-12,70.0,0.0,54.0,154.0,144.0
2009-04-13,74.0,1.0,29.0,174.0,131.0
2009-04-14,4.0,8.0,60.0,199.0,152.0
2009-04-15,18.0,8.0,47.0,101.0,42.0
2009-04-16,74.0,21.0,22.0,132.0,65.0
2009-04-17,62.0,22.0,41.0,194.0,207.0
2009-04-18,38.0,26.0,51.0,174.0,196.0
2009-04-19,75.0,10.0,44.0,131.0,155.0
2009-04-20,53.0,14.0,45.0,177.0,177.0
2009-04-21,94.0,23.0,38.0,164.0,150.0
2009-04-22,60.0,21.0,22.0,184.0,253.0
2009-04-23,24.0,29.0,41.0,168.0,172.0
2009-04-24,25.0,8.0,40.0,179.0,143.0
2009-04-25,65.0,14.0,16.0,131.0,68.0
2009-04-26,35.0,14.0,30.0,117.0,164.0
2009-04-27,35.0,10.0,47.0,154.0,117.0
2009-04-28,98.0,13.0,43.0,191.0,94.0
2009-04-29,50.0,17.0,30.0,104.0,232.0
2009-04-30,71.0,24.0,46.0,151.0,142.0
2009-05-01,42.0,10.0,19.0,171.0,216.0
2009-05-02,91.0,25.0,50.0,123.0,108.0
2009-05-03,12.0,21.0,15.0,132.0,243.0
2009-05-04,19.0,20.0,44.0,134.0,89.0
2009-05-05,62.0,10.0,21.0,109.0,106.0
2009-05-06,19.0,14.0,32.0,189.0,165.0
2009-05-07,36.0,25.0,29.0,120.0,81.0
2009-05-08,3.0,9.0,23.0,191.0,125.0
2009-05-09,47.0,16.0,24.0,145.0,35.0
2009-05-10,8.0,7.0,35.0,141.0,131.0
2009-05-11,51.0,3.0,58.0,135.0,22.0
2009-05-12,95.0,18.0,51.0,161.0,124.0
2009-05-13,79.0,11.0,60.0,118.0,255.0
2009-05-14,89.0,25.0,47.0,107.0,214.0
2009-05-15,86.0,28.0,24.0,198.0,265.0
2009-05-16,34.0,26.0,35.0,176.0,252.0
2009-05-17,57.0,20.0,45.0,120.0,131.0
2009-05-18,72.0,6.0,38.0,123.0,180.0
2009-05-19,72.0,16.0,56.0,112.0,143.0
2009-05-20,3.0,27.0,58.0,117.0,194.0
2009-05-21,2.0,7.0,10.0,145.0,107.0
2009-05-22,65.0,17.0,21.0,181.0,18.0
2009-05-23,39.0,6.0,37.0,154.0,197.0
2009-05-24,17.0,8.0,44.0,131.0,95.0
2009-05-25,23.0,8.0,20.0,114.0,61.0
2009-05-26,18.0,27.0,54.0,131.0,54.0
2009-05-27,32.0,29.0,52.0,165.0,106.0
2009-05-28,27.0,30.0,43.0,186.0,152.0
2009-05-29,52.0,2.0,23.0,179.0,144.0
2009-05-30,97.0,10.0,52.0,195.0,112.0
2009-05-31,36.0,14.0,51.0,113.0,229.0
2009-06-01,55.0,24.0,43.0,169.0,114.0
2009-06-02,64.0,30.0,10.0,134.0,181.0
2009-06-03,3.0,12.0,48.0,143.0,220.0
2009-06-04,12.0,30.0,18.0,163.0,36.0
2009-06-05,83.0,2.0,45.0,170.0,103.0
2009-06-06,53.0,17.0,15.0,191.0,175.0
2009-06-07,85.0,26.0,52.0,181.0,179.0
2009-06-08,74.0,21.0,36.0,179.0,231.0
2009-06-09,31.0,20.0,44.0,110.0,199.0
2009-06-10,62.0,17.0,57.0,108.0,137.0
2009-06-11,47.0,3.0,24.0,169.0,168.0
2009-06-12,87.0,15.0,33.0,162.0,103.0
2009-06-13,44.0,18.0,46.0,145.0,212.0
2009-06-14,35.0,19.0,20.0,116.0,150.0
2009-06-15,87.0,14.0,56.0,193.0,124.0
2009-06-16,32.0,15.0,46.0,189.0,232.0
2009-06-17,51.0,20.0,10.0,173.0,106.0
2009-06-18,14.0,10.0,23.0,127.0,169.0
2009-06-19,67.0,2.0,48.0,170.0,50.0
2009-06-20,43.0,1.0,14.0,128.0,128.0
2009-06-21,59.0,25.0,38.0,167.0,71.0
2009-06-22,85.0,22.0,48.0,168.0,183.0
2009-06-23,68.0,25.0,13.0,153.0,239.0
2009-06-24,74.0,6.0,26.0,161.0,212.0
2009-06-25,76.0,11.0,30.0,167.0,144.0
2009-06-26,94.0,27.0,46.0,172.0,184.0
2009-06-27,57.0,24.0,36.0,122.0,277.0
2009-06-28,35.0,3.0,45.0,136.0,187.0
2009-06-29,18.0,13.0,21.0,119.0,85.0
2009-06-30,27.0,27.0,44.0,191.0,85.0
2009-07-01,35.0,1.0,45.0,139.0,143.0
2009-07-02,99.0,14.0,51.0,147.0,73.0
2009-07-03,8.0,28.0,53.0,143.0,225.0
2009-07-04,13.0,12.0,31.0,157.0,99.0
2009-07-05,38.0,29.0,50.0,103.0,75.0
2009-07-06,68.0,4.0,30.0,162.0,147.0
2009-07-07,98.0,23.0,29.0,195.0,159.0
2009-07-08,3.0,24.0,25.0,172.0,270.0
2009-07-09,71.0,29.0,46.0,140.0,99.0
2009-07-10,12.0,12.0,20.0,123.0,245.0
2009-07-11,44.0,22.0,28.0,154.0,62.0
2009-07-12,81.0,2.0,34.0,106.0,146.0
2009-07-13,14.0,0.0,51.0,130.0,174.0
2009-07-14,32.0,24.0,57.0,190.0,34.0
2009-07-15,76.0,8.0,19.0,158.0,124.0
2009-07-16,78.0,10.0,34.0,160.0,166.0
2009-07-17,63.0,21.0,18.0,138.0,186.0
2009-07-18,47.0,21.0,32.0,151.0,196.0
2009-07-19,88.0,3.0,42.0,130.0,145.0
2009-07-20,42.0,4.0,32.0,103.0,178.0
2009-07-21,10.0,23.0,15.0,144.0,85.0
2009-07-22,58.0,1.0,24.0,182.0,90.0
2009-07-23,45.0,30.0,24.0,131.0,130.0
2009-07-24,48.0,23.0,41.0,145.0,178.0
2009-07-25,75.0,28.0,29.0,113.0,180.0
2009-07-26,3.0,29.0,35.0,130.0,229.0
2009-07-27,7.0,21.0,43.0,161.0,111.0
2009-07-28,72.0,29.0,39.0,104.0,62.0
2009-07-29,30.0,8.0,51.0,186.0,221.0
2009-07-30,73.0,12.0,29.0,184.0,75.0
2009-07-31,47.0,6.0,30.0,133.0,184.0
2009-08-01,44.0,30.0,29.0,162.0,108.0
2009-08-02,12.0,12.0,50.0,138.0,195.0
2009-08-03,99.0,11.0,43.0,153.0,54.0
2009-08-04,9.0,5.0,57.0,185.0,227.0
2009-08-05,93.0,15.0,46.0,111.0,33.0
2009-08-06,74.0,15.0,26.0,190.0,241.0
2009-08-07,14.0,21.0,60.0,136.0,203.0
2009-08-08,71.0,21.0,24.0,152.0,80.0
2009-08-09,21.0,4.0,49.0,133.0,202.0
2009-08-10,0.0,24.0,10.0,151.0,59.0
2009-08-11,63.0,13.0,26.0,159.0,77.0
2009-08-12,4.0,20.0,53.0,162.0,173.0
2009-08-13,30.0,12.0,58.0,184.0,57.0
2009-08-14,19.0,22.0,51.0,166.0,94.0
2009-08-15,12.0,3.0,31.0,119.0,86.0
2009-08-16,7.0,11.0,29.0,145.0,42.0
2009-08-17,56.0,30.0,19.0,169.0,41.0
2009-08-18,15.0,25.0,28.0,126.0,197.0
2009-08-19,48.0,29.0,54.0,134.0,110.0
2009-08-20,96.0,27.0,12.0,163.0,202.0
2009-08-21,7.0,30.0,49.0,113.0,270.0
2009-08-22,25.0,19.0,45.0,145.0,82.0
2009-08-23,61.0,1.0,43.0,104.0,97.0
2009-08-24,59.0,14.0,23.0,106.0,114.0
2009-08-25,6.0,12.0,50.0,157.0,151.0
2009-08-26,73.0,2.0,54.0,110.0,46.0
2009-08-27,86.0,27.0,41.0,193.0,142.0
2009-08-28,60.0,21.0,49.0,121.0,243.0
2009-08-29,74.0,29.0,55.0,121.0,175.0
2009-08-30,69.0,30.0,19.0,136.0,244.0
2009-08-31,25.0,21.0,60.0,125.0,225.0
2009-09-01,85.0,11.0,39.0,176.0,117.0
2009-09-02,92.0,30.0,12.0,151.0,201.0
2009-09-03,6.0,3.0,58.0,115.0,264.0
2009-09-04,57.0,3.0,10.0,114.0,10.0
2009-09-05,81.0,1.0,27.0,148.0,126.0
2009-09-06,71.0,14.0,35.0,101.0,149.0
2009-09-07,49.0,23.0,29.0,161.0,186.0
2009-09-08,79.0,6.0,17.0,180.0,181.0
2009-09-09,20.0,17.0,39.0,111.0,183.0
2009-09-10,74.0,13.0,54.0,126.0,104.0
2009-09-11,80.0,1.0,11.0,175.0,170.0
2009-09-12,73.0,19.0,15.0,146.0,161.0
2009-09-13,31.0,5.0,24.0,150.0,198.0
2009-09-14,22.0,9.0,15.0,198.0,73.0
2009-09-15,54.0,28.0,47.0,117.0,78.0
2009-09-16,2.0,12.0,32.0,184.0,187.0
2009-09-17,64.0,26.0,23.0,101.0,55.0
2009-09-18,73.0,29.0,25.0,111.0,210.0
2009-09-19,66.0,19.0,25.0,176.0,222.0
2009-09-20,11.0,15.0,11.0,185.0,189.0
2009-09-21,54.0,9.0,29.0,144.0,47.0
2009-09-22,47.0,4.0,15.0,157.0,132.0
2009-09-23,57.0,2.0,39.0,109.0,106.0
2009-09-24,70.0,7.0,56.0,104.0,130.0
2009-09-25,2.0,14.0,13.0,147.0,149.0
2009-09-26,86.0,28.0,57.0,187.0,61.0
2009-09-27,44.0,19.0,47.0,192.0,252.0
2009-09-28,31.0,3.0,19.0,109.0,154.0
2009-09-29,64.0,16.0,27.0,195.0,76.0
2009-09-30,71.0,8.0,19.0,168.0,174.0
2009-10-01,96.0,23.0,24.0,181.0,163.0
2009-10-02,49.0,30.0,56.0,105.0,250.0
2009-10-03,11.0,23.0,59.0,156.0,190.0
2009-10-04,37.0,19.0,40.0,192.0,102.0
2009-10-05,91.0,8.0,37.0,173.0,127.0
2009-10-06,58.0,19.0,54.0,151.0,210.0
2009-10-07,42.0,29.0,13.0,101.0,192.0
2009-10-08,40.0,18.0,51.0,174.0,176.0
2009-10-09,31.0,12.0,12.0,139.0,142.0
2009-10-10,59.0,12.0,16.0,119.0,107.0
2009-10-11,39.0,25.0,49.0,118.0,147.0
2009-10-12,67.0,24.0,11.0,170.0,150.0
2009-10-13,92.0,19.0,47.0,150.0,202.0
2009-10-14,62.0,26.0,35.0,109.0,241.0
2009-10-15,54.0,9.0,11.0,151.0,197.0
2009-10-16,93.0,16.0,31.0,106.0,139.0
2009-10-17,49.0,9.0,26.0,103.0,240.0
2009-10-18,46.0,22.0,59.0,137.0,111.0
2009-10-19,98.0,4.0,46.0,152.0,162.0
2009-10-20,51.0,29.0,40.0,126.0,218.0
2009-10-21,2.0,24.0,58.0,107.0,201.0
2009-10-22,22.0,12.0,40.0,105.0,82.0
2009-10-23,53.0,11.0,31.0,160.0,80.0
2009-10-24,11.0,8.0,43.0,122.0,125.0
2009-10-25,92.0,10.0,23.0,109.0,48.0
2009-10-26,98.0,3.0,14.0,143.0,206.0
2009-10-27,44.0,20.0,32.0,157.0,206.0
2009-10-28,93.0,17.0,54.0,190.0,146.0
2009-10-29,12.0,5.0,16.0,197.0,230.0
2009-10-30,30.0,6.0,29.0,162.0,31.0
2009-10-31,79.0,21.0,11.0,174.0,78.0
2009-11-01,63.0,24.0,15.0,128.0,242.0
2009-11-02,63.0,12.0,43.0,156.0,191.0
2009-11-03,79.0,23.0,47.0,147.0,173.0
2009-11-04,14.0,17.0,16.0,200.0,241.0
2009-11-05,26.0,16.0,17.0,121.0,69.0
2009-11-06,29.0,18.0,44.0,168.0,106.0
2009-11-07,82.0,29.0,17.0,189.0,108.0
2009-11-08,44.0,16.0,24.0,183.0,230.0
2009-11-09,61.0,29.0,18.0,124.0,143.0
2009-11-10,18.0,29.0,28.0,118.0,212.0
2009-11-11,51.0,30.0,36.0,148.0,113.0
2009-11-12,28.0,10.0,31.0,191.0,181.0
2009-11-13,22.0,9.0,36.0,131.0,91.0
2009-11-14,22.0,21.0,48.0,159.0,78.0
2009-11-15,33.0,4.0,38.0,148.0,105.0
2009-11-16,42.0,24.0,46.0,163.0,66.0
2009-11-17,4.0,12.0,32.0,181.0,162.0
2009-11-18,69.0,18.0,37.0,153.0,31.0
2009-11-19,48.0,12.0,14.0,144.0,189.0
2009-11-20,38.0,0.0,18.0,135.0,125.0
2009-11-21,31.0,11.0,31.0,128.0,64.0
2009-11-22,41.0,9.0,23.0,127.0,88.0
2009-11-23,57.0,30.0,30.0,150.0,88.0
2009-11-24,12.0,17.0,24.0,157.0,186.0
2009-11-25,72.0,10.0,46.0,122.0,59.0
2009-11-26,78.0,12.0,41.0,112.0,167.0
2009-11-27,43.0,12.0,35.0,155.0,206.0
2009-11-28,72.0,18.0,19.0,104.0,120.0
2009-11-29,7.0,29.0,11.0,101.0,197.0
2009-11-30,87.0,25.0,37.0,109.0,119.0
2009-12-01,49.0,5.0,59.0,144.0,244.0
2009-12-02,11.0,12.0,51.0,184.0,111.0
2009-12-03,61.0,29.0,20.0,118.0,46.0
2009-12-04,32.0,8.0,42.0,101.0,204.0
2009-12-05,39.0,25.0,32.0,168.0,73.0
2009-12-06,82.0,9.0,28.0,189.0,146.0
2009-12-07,77.0,17.0,44.0,166.0,190.0
2009-12-08,39.0,8.0,43.0,134.0,208.0
2009-12-09,50.0,6.0,55.0,106.0,111.0
2009-12-10,57.0,21.0,45.0,152.0,116.0
2009-12-11,1.0,1.0,18.0,177.0,189.0
2009-12-12,96.0,20.0,31.0,132.0,18.0
2009-12-13,17.0,27.0,22.0,196.0,243.0
2009-12-14,22.0,15.0,33.0,158.0,116.0
2009-12-15,21.0,18.0,60.0,185.0,82.0
2009-12-16,69.0,4.0,25.0,153.0,101.0
2009-12-17,54.0,7.0,46.0,176.0,163.0
2009-12-18,91.0,20.0,22.0,123.0,130.0
2009-12-19,88.0,19.0,40.0,147.0,244.0
2009-12-20,45.0,18.0,49.0,135.0,224.0
2009-12-21,12.0,12.0,48.0,173.0,146.0
2009-12-22,46.0,20.0,36.0,197.0,55.0
2009-12-23,31.0,10.0,35.0,123.0,150.0
2009-12-24,98.0,28.0,42.0,177.0,88.0
2009-12-25,30.0,9.0,36.0,182.0,278.0
2009-12-26,17.0,1.0,53.0,140.0,78.0
2009-12-27,58.0,9.0,41.0,126.0,32.0
2009-12-28,80.0,15.0,21.0,118.0,149.0
2009-12-29,77.0,27.0,17.0,193.0,192.0
2009-12-30,21.0,28.0,34.0,152.0,225.0
2009-12-31,41.0,23.0,44.0,132.0,142.0
2010-01-01,88.0,29.0,29.0,159.0,152.0
2010-01-02,98.0,24.0,45.0,152.0,253.0
2010-01-03,35.0,18.0,33.0,168.0,264.0
2010-01-04,49.0,6.0,46.0,107.0,115.0
2010-01-05,18.0,15.0,50.0,133.0,126.0
2010-01-06,9.0,19.0,35.0,145.0,69.0
2010-01-07,38.0,15.0,22.0,158.0,67.0
2010-01-08,44.0,6.0,42.0,182.0,116.0
2010-01-09,58.0,7.0,43.0,195.0,120.0
2010-01-10,42.0,20.0,51.0,103.0,138.0
2010-01-11,30.0,22.0,30.0,159.0,158.0
2010-01-12,98.0,11.0,22.0,157.0,112.0
2010-01-13,80.0,28.0,37.0,157.0,218.0
2010-01-14,85.0,7.0,11.0,124.0,261.0
2010-01-15,58.0,18.0,29.0,140.0,206.0
2010-01-16,69.0,24.0,15.0,180.0,164.0
2010-01-17,73.0,17.0,36.0,191.0,189.0
2010-01-18,32.0,4.0,14.0,132.0,204.0
2010-01-19,59.0,1.0,56.0,165.0,80.0
2010-01-20,8.0,22.0,19.0,194.0,125.0
2010-01-21,93.0,17.0,15.0,103.0,88.0
2010-01-22,60.0,16.0,49.0,147.0,246.0
2010-01-23,74.0,24.0,20.0,134.0,173.0
2010-01-24,76.0,5.0,11.0,156.0,220.0
2010-01-25,98.0,15.0,29.0,108.0,165.0
